id,value
Organic Chemicals.Alcohols.Propanols.Propanolamines.Phenoxypropanolamines.Betaxolol,D02.033.755.624.698.077
Organic Chemicals.Alcohols.Propanols.Propanolamines.Phenoxypropanolamines.Bisoprolol,D02.033.755.624.698.085
Organic Chemicals.Alcohols.Propanols.Propanolamines.Phenoxypropanolamines.Bunolol,D02.033.755.624.698.115
Organic Chemicals.Alcohols.Propanols.Propanolamines.Phenoxypropanolamines.Bunolol.Levobunolol,D02.033.755.624.698.115.500
Organic Chemicals.Alcohols.Propanols.Propanolamines.Phenoxypropanolamines.Bupranolol,D02.033.755.624.698.146
Organic Chemicals.Alcohols.Propanols.Propanolamines.Phenoxypropanolamines.Carteolol,D02.033.755.624.698.207
Organic Chemicals.Alcohols.Propanols.Propanolamines.Phenoxypropanolamines.Celiprolol,D02.033.755.624.698.268
Organic Chemicals.Alcohols.Propanols.Propanolamines.Phenoxypropanolamines.Metipranolol,D02.033.755.624.698.542
Organic Chemicals.Alcohols.Propanols.Propanolamines.Phenoxypropanolamines.Metoprolol,D02.033.755.624.698.573
Organic Chemicals.Alcohols.Propanols.Propanolamines.Phenoxypropanolamines.Nadolol,D02.033.755.624.698.601
Organic Chemicals.Alcohols.Propanols.Propanolamines.Phenoxypropanolamines.Oxprenolol,D02.033.755.624.698.633
Organic Chemicals.Alcohols.Propanols.Propanolamines.Phenoxypropanolamines.Penbutolol,D02.033.755.624.698.688
Organic Chemicals.Alcohols.Propanols.Propanolamines.Phenoxypropanolamines.Pindolol,D02.033.755.624.698.699
Organic Chemicals.Alcohols.Propanols.Propanolamines.Phenoxypropanolamines.Pindolol.Iodocyanopindolol,D02.033.755.624.698.699.420
Organic Chemicals.Alcohols.Propanols.Propanolamines.Phenoxypropanolamines.Practolol,D02.033.755.624.698.705
Organic Chemicals.Alcohols.Propanols.Propanolamines.Phenoxypropanolamines.Prenalterol,D02.033.755.624.698.708
Organic Chemicals.Alcohols.Propanols.Propanolamines.Phenoxypropanolamines.Propranolol,D02.033.755.624.698.711
Organic Chemicals.Alcohols.Propanols.Propanolamines.Phenoxypropanolamines.Xamoterol,D02.033.755.624.698.855
Organic Chemicals.Alcohols.Propanols.Propanolamines.Phenylpropanolamine,D02.033.755.624.706
Organic Chemicals.Alcohols.Propanols.Propanolamines.Phenylpropanolamine.p-Hydroxynorephedrine,D02.033.755.624.706.400
Organic Chemicals.Alcohols.Propanols.Propanolamines.Phenylpropanolamine.Metaraminol,D02.033.755.624.706.500
Organic Chemicals.Alcohols.Propanols.Propanolamines.Phenylpropanolamine.Tolterodine Tartrate,D02.033.755.624.706.750
Organic Chemicals.Alcohols.Propanols.Propanolamines.Pseudoephedrine,D02.033.755.624.853
Organic Chemicals.Alcohols.Propanols.Propanolamines.Ritodrine,D02.033.755.624.870
Organic Chemicals.Alcohols.Propanols.Propanolamines.Suloctidil,D02.033.755.624.890
