id,value
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class I.HLA-B Antigens.HLA-B40 Antigen",D23.050.301.500.100.500.400
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class I.HLA-B Antigens.HLA-B44 Antigen",D23.050.301.500.100.500.440
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class I.HLA-B Antigens.HLA-B51 Antigen",D23.050.301.500.100.500.510
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class I.HLA-B Antigens.HLA-B52 Antigen",D23.050.301.500.100.500.520
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class I.HLA-C Antigens",D23.050.301.500.100.600
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class I.HLA-G Antigens",D23.050.301.500.100.700
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class II",D23.050.301.500.400
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class II.H-2 Antigens",D23.050.301.500.400.199
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class II.HLA-D Antigens",D23.050.301.500.400.400
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class II.HLA-D Antigens.HLA-DP Antigens",D23.050.301.500.400.400.420
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class II.HLA-D Antigens.HLA-DP Antigens.HLA-DP alpha-Chains",D23.050.301.500.400.400.420.500
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class II.HLA-D Antigens.HLA-DP Antigens.HLA-DP beta-Chains",D23.050.301.500.400.400.420.750
